NSE,04 August 2017,KARNATAKA BANK,BUY,200,149.34,-29868
NSE,04 August 2017,ASHOK LEYLAND L,SELL,-400,112.43,44972
NSE,04 August 2017,SINTEX PLASTICS,BUY,350,126.78,-44373
NSE,14 August 2017,SINTEX PLASTICS,BUY,108,107.76,-11637.72
BSE,14 August 2017,SINTEX PLASTICS,BUY,96,108.54,-10419.84
NSE,14 August 2017,SINTEX PLASTICS,BUY,108,108.54,-11722.32
BSE,14 August 2017,TCI EXPRESS LIM,BUY,15,531.09,-7966.35
BSE,14 August 2017,KARNATAKA BANK,BUY,21,142.71,-2996.91
NSE,14 August 2017,KARNATAKA BANK,BUY,108,142.71,-15412.68
NSE,14 August 2017,SUZLON ENERGY L,SELL,-1008,17.31,17448.48
NSE,14 August 2017,SUZLON ENERGY L,SELL,-1300,16.96,22048
BSE,14 August 2017,T V S MOTOR COM,SELL,-19,542.37,10305.03
NSE,14 August 2017,T V S MOTOR COM,SELL,-20,547.25,10945
NSE,08 September 2017,GARWARE-WALL RO,BUY,6,921.59,-5529.54
NSE,08 September 2017,T V S MOTOR COM,SELL,-10,631.82,6318.2
